t,TB_pde,TB_pinn,TB_ode
4.15,0.00773705157275968,0.0067753358744084835,0.01001481715848393
4.2,0.007695836688119406,0.006769425235688686,0.00989761894564285
4.25,0.007655509156252743,0.006763823796063662,0.009783224770132368
4.3,0.00761596481145935,0.006758503615856171,0.009671558849317625
4.3500000000000005,0.007577232327453259,0.0067534418776631355,0.009562547690756082
4.4,0.007539217372393061,0.006748615764081478,0.009456120092197515
4.45,0.007501947228669625,0.006744007579982281,0.009352207064808897
4.5,0.007465336257383402,0.006739598698914051,0.00925074138957034
4.55,0.007429410461710568,0.00673537515103817,0.009151658279948486
4.6000000000000005,0.007394091896699272,0.006731323432177305,0.009054894777599045
4.65,0.007359405387743855,0.0067274305038154125,0.008960389617859785
4.7,0.007325279808359732,0.006723685190081596,0.008868083229750521
4.75,0.007291738897968894,0.006720078643411398,0.008777917735973124
4.800000000000001,0.007258717580650213,0.006716602016240358,0.008689836952911516
4.8500000000000005,0.0072262385929905,0.0067132459953427315,0.008603786390631678
4.9,0.007194242235497249,0.006710002664476633,0.008519713252881644
4.95,0.0071627503172456315,0.00670686736702919,0.008437566315510365
5.0,0.0071317079228339735,0.006703831255435944,0.00835729569475774
5.050000000000001,0.007067372939833962,0.006700890138745308,0.008194993897910105
5.1000000000000005,0.00698229793118454,0.006698038894683123,0.007999275864184755
5.15,0.006899495028106364,0.006695271469652653,0.007812956510830117
5.2,0.006818643621267861,0.006692585069686174,0.007635528580570769
5.25,0.00673976653747697,0.006689973641186953,0.007466513955359867
5.300000000000001,0.006662596798736408,0.0066874343901872635,0.007305462907083195
5.3500000000000005,0.006587165888736407,0.006684964522719383,0.0071519499813361455
5.4,0.006513248450275617,0.0066825589165091515,0.007005573595616014
5.45,0.006440882033893609,0.006680216174572706,0.006865955250179475
5.5,0.0063698737679928254,0.0066779316402971745,0.00673273888404283
5.550000000000001,0.006300265343295771,0.006675704848021269,0.006605587777917789
5.6000000000000005,0.006231889408339599,0.006673531141132116,0.006484183411652612
5.65,0.006164790362155448,0.0066714100539684296,0.006368225256776436
5.7,0.006098821048231173,0.00666933786123991,0.00625743008352745
5.75,0.006034027511528666,0.006667313165962696,0.0061515308723883964
5.800000000000001,0.005970278707654784,0.006665333639830351,0.006050274524742733
5.8500000000000005,0.005907621541349671,0.0066633992828428745,0.0059534217167794955
5.9,0.005845937940252068,0.006661505438387394,0.005860746757732377
5.95,0.005785275089417676,0.0066596525721251965,0.00577203655800689
6.0,0.005749305390212006,0.0066578383557498455,0.00568708944175353
